,Weekly rank,Title,Country,Director,Distributor,Screens (week),Gross revenue (week),Tickets (week),Screens (all-time),Gross revenue (all-time),Tickets (all-time),Days since premiere,Week,Weekly drop (revenue)
749,10,Detroit,NOS Lusomundo Audiovisuais,Kathryn Bigelow,US,25,16781.95,3193,25,16781.95,3193,7,38,
750,11,Annabelle 2: A Criação do Mal,NOS Lusomundo Audiovisuais,David F. Sandberg,US,26,16652.11,3009,179,970972.589999999,180970,42,38,-0.7457945782793192
751,12,Reviver o Passado em Montauk,Outsider Films,Volker Schlöndorff,"FR, DE, IE",9,14431.97,2649,9,14431.97,2649,7,38,
752,13,De Braços Abertos,NOS Lusomundo Audiovisuais,Philippe de Chauveron,"FR, BE",10,10749.85,1953,101,395322.140000004,74214,49,38,-0.32279717019762
753,14,Dia de Surf 2,Pris Audiovisuais,Henry Yu,US,42,9858.52,1995,115,129810.839999999,26129,21,38,-0.7485987247502695
754,15,6 Dias,Films4you,Toa Fraser,"GB, NZ",12,6643.71,1239,12,6643.70999999999,1239,7,38,
755,16,Baby Driver - Alta Velocidade,Big Picture 2 Films,Edgar Wright,"US, GB",10,5428.99,1077,200,772041.029999999,147715,49,38,-0.7718812082544784
756,17,Os Crimes de Limehouse,NOS Lusomundo Audiovisuais,Juan Carlos Medina,GB,13,5207.96,976,21,20488.84,3819,14,38,-0.6437986078765706
757,18,Um Rico Sovina,NOS Lusomundo Audiovisuais,Fred Cavayé,FR,3,5006.18,927,3,5006.18,927,7,38,
758,19,Una - Negra Sedução,Pris Audiovisuais,Benedict Andrews,"US, CA, GB",13,4827.52,915,20,19325.01,3708,14,38,-0.6670099444800444
759,20,Dunkirk,NOS Lusomundo Audiovisuais,Christopher Nolan,"US, FR, NL, GB",4,4676.32,838,231,978275.569999991,170401,63,38,-0.47409155983711004
760,1,It,NOS Lusomundo Audiovisuais,Andy Muschietti,US,81,263565.65,48980,151,765683.489999999,138428,14,39,-0.4656296706475156
761,2,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",101,243740.78,43696,101,243740.78,43696,7,39,
762,3,Mãe!,NOS Lusomundo Audiovisuais,Darren Aronofsky,US,62,87393.9899999998,16486,62,87393.9899999998,16486,7,39,
763,4,Barry Seal: Traficante Americano,NOS Lusomundo Audiovisuais,Doug Liman,US,68,81619.4199999999,15227,209,695083.97,130466,28,39,-0.30743760615066384
764,5,Assassino Americano,Pris Audiovisuais,Michael Cuesta,US,43,60259.0399999999,11265,87,156225.55,29374,14,39,-0.35910462959092804
765,6,Bigfoot Junior,Cinemundo,"Ben Stassen, Jeremy Degruson","FR, BE",57,57221.56,11573,100,212331.510000001,42777,21,39,-0.040367045405568014
766,7,Uma Casa Cheia,Cinemundo,Hallie Meyers-Shyer,US,38,47247.4399999999,8949,38,47247.44,8949,7,39,
767,8,O Guarda-Costas e o Assassino,NOS Lusomundo Audiovisuais,Patrick Hughes,"US, NL, BG, CN",35,25533.45,4941,239,919347.409999992,172643,35,39,-0.5886399742487646
768,9,Emoji: O Filme,Big Picture 2 Films,Tony Leondis,US,48,24667.22,4828,233,1509029.48999999,304734,49,39,-0.2976298100482432
769,10,Renegados,NOS Lusomundo Audiovisuais,Steven Quale,"FR, DE",39,17452.82,3290,119,182031.29,34055,21,39,-0.6429927632313726
770,11,A Fábrica de Nada,Terratreme,Pedro Pinho,PT,8,12176.85,2380,8,12176.85,2380,7,39,
771,12,Sorte à Logan,NOS Lusomundo Audiovisuais,Steven Soderbergh,US,35,10753.22,2043,137,137145.979999999,26177,21,39,-0.7158664956563052
772,13,First Kill - Caça ao Homem,Cinemundo,Steven C. Miller,US,20,10512.76,2011,33,30190.3300000001,5754,14,39,-0.46574907369151775
773,14,Detroit,NOS Lusomundo Audiovisuais,Kathryn Bigelow,US,22,8061.73,1528,47,25659.18,4916,14,39,-0.5196189954087577
774,15,Reviver o Passado em Montauk,Outsider Films,Volker Schlöndorff,"FR, DE, IE",9,7529.73,1407,14,22920.65,4245,14,39,-0.478260417669937
775,16,Dia de Surf 2,Pris Audiovisuais,Henry Yu,US,30,6459.58,1394,126,136275.22,27524,28,39,-0.34477183187740146
776,17,De Braços Abertos,NOS Lusomundo Audiovisuais,Philippe de Chauveron,"FR, BE",8,6058.32,1125,105,401572.460000005,75379,56,39,-0.436427485034675
777,18,Annabelle 2: A Criação do Mal,NOS Lusomundo Audiovisuais,David F. Sandberg,US,11,4529.88,808,184,975502.469999998,181778,49,39,-0.7279696086562003
778,19,6 Dias,Films4you,Toa Fraser,"GB, NZ",10,3867.79,720,19,10706.7,2000,14,39,-0.4178267865394486
779,20,Um Voo em Grande,NOS Lusomundo Audiovisuais,"Toby Genkel, Reza Memari","US, DE, BE, LU, NO",24,2838.45,604,130,199496.110000002,41527,35,39,-0.8563555623031085
780,1,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",91,194507.36,34657,156,441979.440000002,79127,14,40,-0.2019909019738101
781,2,It,NOS Lusomundo Audiovisuais,Andy Muschietti,US,76,176822.3,32490,176,946773.790000001,171831,21,40,-0.32911477652721444
782,3,Lego Ninjago - O Filme,NOS Lusomundo Audiovisuais,"Paul Fisher, Charlie Bean","US, DK",92,110407.59,21496,92,110407.59,21496,7,40,
783,4,Vitória & Abdul,NOS Lusomundo Audiovisuais,Stephen Frears,GB,47,86611.0899999999,16340,47,86755.3499999999,16366,7,40,
784,5,Linha Mortal,Big Picture 2 Films,Niels Arden Oplev,US,47,82998.6699999999,15510,47,82998.6699999999,15510,7,40,
785,6,Barry Seal: Traficante Americano,NOS Lusomundo Audiovisuais,Doug Liman,US,54,68341.4,12838,241,764126.969999998,143499,35,40,-0.16268211658450793
786,7,Mãe!,NOS Lusomundo Audiovisuais,Darren Aronofsky,US,61,64964.1699999999,12202,105,153789.58,28987,14,40,-0.2566517445879283
787,8,Assassino Americano,Pris Audiovisuais,Michael Cuesta,US,40,45183.24,8486,108,201938.19,37986,21,40,-0.2501832090255657
788,9,Bigfoot Junior,Cinemundo,"Ben Stassen, Jeremy Degruson","FR, BE",48,38671.0199999999,7900,122,252252.630000001,51311,28,40,-0.3241879459420557
789,10,Uma Casa Cheia,Cinemundo,Hallie Meyers-Shyer,US,38,29262.7,5547,70,76762.7399999998,14552,14,40,-0.38065004156838844
790,11,O Guarda-Costas e o Assassino,NOS Lusomundo Audiovisuais,Patrick Hughes,"US, NL, BG, CN",26,17210.79,3249,257,937034.599999992,176054,42,40,-0.32595125218096266
791,12,Era Uma Vez em Los Angeles,NOS Lusomundo Audiovisuais,Mark Cullen,US,17,16969.44,3313,17,16969.44,3313,7,40,
792,13,Emoji: O Filme,Big Picture 2 Films,Tony Leondis,US,37,15567.75,3094,243,1524816.63999999,307874,56,40,-0.3688891573513351
793,14,Elis,Nitrato Filmes,Hugo Prata,BR,12,14504.21,2952,13,16353.71,3343,7,40,
794,15,A Fábrica de Nada,Terratreme,Pedro Pinho,PT,10,8770.9,1623,13,21160.25,4049,14,40,-0.279706984975589
795,16,Renegados,NOS Lusomundo Audiovisuais,Steven Quale,"FR, DE",19,6781.56,1464,135,189354.75,35626,28,40,-0.6114347137024274
796,17,Good Time,Midas Filmes,"Benny Safdie, Josh Safdie",US,5,6399.38,1247,5,6399.38,1247,7,40,
797,18,Caminha Comigo - Uma Viagem Pela Atenção Plena com Thich Nhat Hanh,Alambique,"Marc J. Francis, Max Pugh",GB,11,6028.8,1007,11,6028.8,1007,7,40,
798,19,De Braços Abertos,NOS Lusomundo Audiovisuais,Philippe de Chauveron,"FR, BE",6,3786.19,680,107,405470.150000005,76081,63,40,-0.375042916187986
799,20,Reviver o Passado em Montauk,Outsider Films,Volker Schlöndorff,"FR, DE, IE",7,3273.3,599,20,28448.7500000001,5230,21,40,-0.5652832173265177
800,1,Blade Runner 2049,Big Picture 2 Films,Denis Villeneuve,"US, CA, GB",128,354098.290000001,58395,128,354098.290000001,58395,7,41,
801,2,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",73,135307.48,25031,198,578428.07,104372,21,41,-0.30435804588577
802,3,It,NOS Lusomundo Audiovisuais,Andy Muschietti,US,69,122385.19,22519,204,1070107.53,194526,28,41,-0.30786337469877945
803,4,Lego Ninjago - O Filme,NOS Lusomundo Audiovisuais,"Paul Fisher, Charlie Bean","US, DK",82,112346.14,22054,142,223096.430000001,43612,14,41,0.017558122589216962
804,5,Linha Mortal,Big Picture 2 Films,Niels Arden Oplev,US,46,68263.93,12684,81,151531.8,28242,14,41,-0.17752983270695688
805,6,Vitória & Abdul,NOS Lusomundo Audiovisuais,Stephen Frears,GB,39,66682.47,12261,67,154055.72,28734,14,41,-0.23009316705285565
806,7,Barry Seal: Traficante Americano,NOS Lusomundo Audiovisuais,Doug Liman,US,39,47208.04,8782,259,811595.909999999,152324,42,41,-0.3092321784452762
807,8,Bigfoot Junior,Cinemundo,"Ben Stassen, Jeremy Degruson","FR, BE",41,36879.8,7533,134,289153.280000002,58847,35,41,-0.04631944024232881
808,9,Mãe!,NOS Lusomundo Audiovisuais,Darren Aronofsky,US,49,35383.17,6582,136,189596.2,35647,21,41,-0.455343306933652
809,10,Assassino Americano,Pris Audiovisuais,Michael Cuesta,US,21,25461.55,4820,117,227586.69,42837,28,41,-0.43648242135800797
810,11,Bling - Super-Heróis,Lanterna de Pedra Filmes,"Kyung Ho Lee, Wonjae Lee","US, KR",32,17916.11,3715,32,17916.11,3715,7,41,
811,12,Emoji: O Filme,Big Picture 2 Films,Tony Leondis,US,35,16602.69,3286,251,1541419.32999999,311160,63,41,0.0664797417738594
812,13,Era Uma Vez em Los Angeles,NOS Lusomundo Audiovisuais,Mark Cullen,US,13,13930.82,2698,24,30900.26,6011,14,41,-0.17906424725860126
813,14,Uma Casa Cheia,Cinemundo,Hallie Meyers-Shyer,US,29,11190.94,2126,94,88226.8799999995,16726,21,41,-0.6175698072973443
814,15,Al Berto,Ukbar Filmes,Vicente Alves do Ó,PT,15,10717.46,1973,15,10717.46,1973,7,41,
815,16,Elis,Nitrato Filmes,Hugo Prata,BR,9,9282.61,1721,20,25807.14,5096,14,41,-0.3600058190001385
816,17,Borg Vs McEnroe,Films4you,Janus Metz,"SE, DK, FI",19,7696.58999999999,1467,19,7696.58999999999,1467,7,41,
817,18,A Viagem,NOS Lusomundo Audiovisuais,Nick Hamm,GB,10,7601.13,1484,10,7601.13,1484,7,41,
818,19,O Maravilhoso Jardim de Bella Brown,NOS Lusomundo Audiovisuais,Simon Aboud,"US, GB",10,6455.09999999999,1176,10,6455.09999999999,1176,7,41,
819,20,A Fábrica de Nada,Terratreme,Pedro Pinho,PT,6,5241.8,936,16,26913.15,5130,21,41,-0.4023646376084552
820,1,Blade Runner 2049,Big Picture 2 Films,Denis Villeneuve,"US, CA, GB",127,199821.9,33257,168,575396.610000002,95291,14,42,-0.435688040176643
821,2,O Estrangeiro,Cinemundo,Martin Campbell,"US, CN, GB",45,124413.8,23445,45,124413.8,23445,7,42,
822,3,Um Susto de Família,NOS Lusomundo Audiovisuais,Holger Tappe,"DE, GB",68,85312.6500000001,16993,68,85312.65,16993,7,42,
823,4,Feliz Dia Para Morrer,NOS Lusomundo Audiovisuais,Christopher Landon,US,45,81169.02,15533,45,81169.02,15533,7,42,
824,5,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",66,72939.3499999999,13514,232,657209.689999998,118999,28,42,-0.46093630596032165
825,6,Alguém Como Eu,NOS Lusomundo Audiovisuais,Leonel Vieira,"PT, BR",60,64319.1599999999,11923,60,64319.16,11923,7,42,
826,7,It,NOS Lusomundo Audiovisuais,Andy Muschietti,US,57,56259.1199999999,10494,231,1131978.17999999,206229,35,42,-0.5403110458054614
827,8,Lego Ninjago - O Filme,NOS Lusomundo Audiovisuais,"Paul Fisher, Charlie Bean","US, DK",68,36618.89,7253,182,261564.840000001,51213,21,42,-0.6740529759188878
828,9,Vitória & Abdul,NOS Lusomundo Audiovisuais,Stephen Frears,GB,34,35290.79,6518,87,195370.7,36385,21,42,-0.4707636054873192
829,10,Linha Mortal,Big Picture 2 Films,Niels Arden Oplev,US,37,25065.67,4710,107,179760.34,33546,21,42,-0.6328123798322188
830,11,A Febre das Tulipas,NOS Lusomundo Audiovisuais,Justin Chadwick,"US, GB",22,23175.73,4441,22,23175.73,4441,7,42,
831,12,Barry Seal: Traficante Americano,NOS Lusomundo Audiovisuais,Doug Liman,US,21,21732.26,4184,272,835539.899999998,156931,49,42,-0.539649178402662
832,13,Bigfoot Junior,Cinemundo,"Ben Stassen, Jeremy Degruson","FR, BE",37,10415.91,2272,153,300666.020000002,61485,42,42,-0.7175714076540545
833,14,Mãe!,NOS Lusomundo Audiovisuais,Darren Aronofsky,US,18,8662.26,1721,149,200488.970000001,37791,28,42,-0.7551869999211489
834,15,Assassino Americano,Pris Audiovisuais,Michael Cuesta,US,13,8303.5,1632,126,237170.84,44729,35,42,-0.6738808124407194
835,16,Pearl Jam - Let's Play Two!,N/D,Danny Clinch,US,3,6159.05999999999,734,3,6159.05999999999,734,1,42,
836,17,Al Berto,Ukbar Filmes,Vicente Alves do Ó,PT,14,5929.28,1105,24,17950.48,3333,14,42,-0.44676443858899406
837,18,Melodias de Django,Pris Audiovisuais,Etienne Comar,FR,11,5603.74999999999,1207,11,5603.74999999999,1207,7,42,
838,19,Elis,Nitrato Filmes,Hugo Prata,BR,4,5260.23,962,21,31881.78,6224,21,42,-0.4333242482448364
839,20,Bling - Super-Heróis,Lanterna de Pedra Filmes,"Kyung Ho Lee, Wonjae Lee","US, KR",33,5245.51,1071,59,23503.57,4852,14,42,-0.7072182521763932
840,1,Geostorm - Ameaça Global,NOS Lusomundo Audiovisuais,Dean Devlin,US,96,221564.98,38312,96,221564.98,38312,7,43,
841,2,O Boneco de Neve,NOS Lusomundo Audiovisuais,Tomas Alfredson,"US, SE, GB",62,109141.69,20608,62,109141.69,20608,7,43,
842,3,Blade Runner 2049,Big Picture 2 Films,Denis Villeneuve,"US, CA, GB",113,103116.09,18697,230,679830.899999999,114250,21,43,-0.4839600163945994
843,4,O Estrangeiro,Cinemundo,Martin Campbell,"US, CN, GB",46,89708.4099999998,16798,72,214122.21,40243,14,43,-0.2789512899694423
844,5,Um Susto de Família,NOS Lusomundo Audiovisuais,Holger Tappe,"DE, GB",67,70951.2299999998,14240,118,156363.88,31255,14,43,-0.16833869303087257
845,6,Feliz Dia Para Morrer,NOS Lusomundo Audiovisuais,Christopher Landon,US,41,49403.96,9294,69,130572.98,24827,14,43,-0.39134462877585563
846,7,Alguém Como Eu,NOS Lusomundo Audiovisuais,Leonel Vieira,"PT, BR",56,40308.7799999999,7491,100,104951.789999999,19472,14,43,-0.37330058414942047
847,8,O Pequeno Vampiro,Cinemundo,"Karsten Kiilerich, Richard Claus","DE, NL, DK, GB",48,36565.16,7313,48,36565.16,7313,7,43,
848,9,A Paixão de Van Gogh,Outsider Films,"Dorota Kobiela, Hugh Welchman","GB, PL",18,34441.38,6562,18,34441.38,6562,7,43,
849,10,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",41,32704.84,6344,256,690147.129999996,125390,35,43,-0.5516159658675318
850,11,Vitória & Abdul,NOS Lusomundo Audiovisuais,Stephen Frears,GB,24,25420.13,4682,104,221437.280000001,41200,28,43,-0.27969507058357146
851,12,Lego Ninjago - O Filme,NOS Lusomundo Audiovisuais,"Paul Fisher, Charlie Bean","US, DK",57,21669.33,4421,213,283246.070000001,55636,28,43,-0.40824721885343873
852,13,O Castelo de Vidro,Pris Audiovisuais,Destin Cretton,US,23,21456.34,4101,23,21456.34,4101,7,43,
853,14,It,NOS Lusomundo Audiovisuais,Andy Muschietti,US,28,21207.09,3828,242,1153736.96999999,210256,42,43,-0.6230461834454567
854,15,A Febre das Tulipas,NOS Lusomundo Audiovisuais,Justin Chadwick,"US, GB",17,15651.16,2955,34,39402.8900000001,7499,14,43,-0.32467456257041305
855,16,Barry Seal: Traficante Americano,NOS Lusomundo Audiovisuais,Doug Liman,US,12,11592.41,2137,276,847633.709999998,159223,56,43,-0.4665805581195881
856,17,Porto ,NOS Lusomundo Audiovisuais,Gabe Klinger,"PT, US, FR, PL",10,10019.43,1984,10,10019.43,1984,7,43,
857,18,Thor: Ragnarok ,NOS Lusomundo Audiovisuais,Taika Waititi,US,19,6392.92,938,19,6392.92,938,0,43,
858,19,Bigfoot Junior,Cinemundo,"Ben Stassen, Jeremy Degruson","FR, BE",24,6096.9,1468,167,307372.920000002,63185,49,43,-0.41465508054505085
859,20,Linha Mortal,Big Picture 2 Films,Niels Arden Oplev,US,10,3571.84,687,110,183332.18,34233,28,43,-0.857500717116279
860,1,Thor: Ragnarok ,NOS Lusomundo Audiovisuais,Taika Waititi,US,111,525121.130000001,90014,115,532307.400000001,91099,7,44,81.141045093635
861,2,Jigsaw: O Legado de Saw,Pris Audiovisuais,"Michael Spierig, Peter Spierig","US, CA",74,207579.6,38688,74,207579.6,38688,7,44,
862,3,Geostorm - Ameaça Global,NOS Lusomundo Audiovisuais,Dean Devlin,US,106,148542.47,27515,184,371017.600000001,66010,14,44,-0.329576045817349
863,4,Um Susto de Família,NOS Lusomundo Audiovisuais,Holger Tappe,"DE, GB",88,81089.42,16441,168,237625.600000001,47733,21,44,0.14288955949037407
864,5,O Boneco de Neve,NOS Lusomundo Audiovisuais,Tomas Alfredson,"US, SE, GB",79,72574.71,13515,122,182122.7,34209,14,44,-0.33504135770666543
865,6,O Estrangeiro,Cinemundo,Martin Campbell,"US, CN, GB",56,63832.1,11876,113,278237.29,52178,21,44,-0.28844909858506973
866,7,Blade Runner 2049,Big Picture 2 Films,Denis Villeneuve,"US, CA, GB",80,52987.43,9495,270,733767.929999997,123920,28,44,-0.48613809930147656
867,8,O Gangue do Parque 2,Outsider Films,Cal Brunker,"US, CA, KR",64,47637.73,9503,64,47637.73,9503,1,44,
868,9,O Pequeno Vampiro,Cinemundo,"Karsten Kiilerich, Richard Claus","DE, NL, DK, GB",72,45853.4799999999,9374,111,82584.2899999999,16722,14,44,0.2540210407940209
869,10,Feliz Dia Para Morrer,NOS Lusomundo Audiovisuais,Christopher Landon,US,50,38686.81,7324,99,169420.51,32183,21,44,-0.21692896682776042
870,11,A Paixão de Van Gogh,Outsider Films,"Dorota Kobiela, Hugh Welchman","GB, PL",23,26120.68,4969,36,61122.01,11624,14,44,-0.24159020341229065
871,12,Amor de Improviso,NOS Lusomundo Audiovisuais,Michael Showalter,US,25,17772.32,3404,25,17772.32,3404,7,44,
872,13,Sete Irmãs,NOS Lusomundo Audiovisuais,Tommy Wirkola,"US, FR, BE, GB",30,17384.97,3234,30,17384.97,3234,1,44,
873,14,Alguém Como Eu,NOS Lusomundo Audiovisuais,Leonel Vieira,"PT, BR",36,13452.73,2507,123,118627.069999999,22021,21,44,-0.6662580708222865
874,15,Aquilo Que Nos Une,NOS Lusomundo Audiovisuais,Cédric Klapisch,FR,20,13331.46,2512,20,13331.46,2512,7,44,
875,16,Lego Ninjago - O Filme,NOS Lusomundo Audiovisuais,"Paul Fisher, Charlie Bean","US, DK",52,12984.93,2648,233,296309.800000002,58302,35,44,-0.40076919775553743
876,17,Vitória & Abdul,NOS Lusomundo Audiovisuais,Stephen Frears,GB,18,12901.13,2320,113,234667.210000001,43575,35,44,-0.49248371271114666
877,18,Stronger - A Força de Viver,Pris Audiovisuais,David Gordon Green,US,24,8260.85,1554,24,8260.85,1554,1,44,
878,19,O Castelo de Vidro,Pris Audiovisuais,Destin Cretton,US,24,7379.35,1360,43,28965.69,5488,14,44,-0.6560760129640004
879,20,Kingsman: O Círculo Dourado,Big Picture 2 Films,Matthew Vaughn,"US, GB",17,7374.21,1372,264,697902.839999996,126860,42,44,-0.7745223642739117
880,1,Thor: Ragnarok ,NOS Lusomundo Audiovisuais,Taika Waititi,US,101,290102.550000002,50028,126,831125.359999996,142938,14,45,-0.4475511773826327
881,2,Jigsaw: O Legado de Saw,Pris Audiovisuais,"Michael Spierig, Peter Spierig","US, CA",58,141646.89,26362,83,354910.350000001,66275,14,45,-0.3176261540151344
882,3,O Gangue do Parque 2,Outsider Films,Cal Brunker,"US, CA, KR",76,122617.08,24574,77,173555.470000001,34796,8,45,1.5739488426505628
883,4,Sete Irmãs,NOS Lusomundo Audiovisuais,Tommy Wirkola,"US, FR, BE, GB",36,99745.5699999999,18698,36,119024.26,22298,8,45,4.7374600013689925
884,5,Geostorm - Ameaça Global,NOS Lusomundo Audiovisuais,Dean Devlin,US,66,97702.36,18217,192,471531.100000003,84801,21,45,-0.3422597591113168
885,6,Stronger - A Força de Viver,Pris Audiovisuais,David Gordon Green,US,30,50892.23,9665,30,60452.3799999999,11485,8,45,5.16065295944122
886,7,Peregrinação,NOS Lusomundo Audiovisuais,João Botelho,PT,37,50171.27,9341,37,58356.51,10872,8,45,
887,8,O Estrangeiro,Cinemundo,Martin Campbell,"US, CN, GB",26,43960.38,8300,115,324129.59,60871,28,45,-0.3113123334497847
888,9,O Boneco de Neve,NOS Lusomundo Audiovisuais,Tomas Alfredson,"US, SE, GB",49,38414.16,7331,131,223990.36,42282,21,45,-0.4706949569622807
889,10,Um Susto de Família,NOS Lusomundo Audiovisuais,Holger Tappe,"DE, GB",55,33764.79,6935,174,273701.550000001,55180,28,45,-0.583610414280926
890,11,Blade Runner 2049,Big Picture 2 Films,Denis Villeneuve,"US, CA, GB",42,30290.76,5453,277,766464.509999996,129844,35,45,-0.42834064607398403
891,12,A Vida de Brad,Cinemundo,Mike White,US,17,20502.1,3780,17,24464.7600000001,4516,7,45,
892,13,A Paixão de Van Gogh,Outsider Films,"Dorota Kobiela, Hugh Welchman","GB, PL",17,20410.18,3704,39,85138.4899999998,16040,21,45,-0.21861988279018774
